Wall time,Step,Value
1498166306.822399,8200,0.7662860751152039
1498166616.578286,8300,0.7656650543212891
1498166926.445383,8400,0.7688100934028625
1498167232.464645,8500,0.7676682472229004
1498167846.922258,8700,0.766366183757782
1498168157.157617,8800,0.7679687738418579
1498168459.315451,8900,0.7733974456787109
1498168762.402444,9000,0.7642227411270142
1498169070.903812,9100,0.7684094309806824
1498169376.321517,9200,0.7737780213356018
1498170000.433281,9400,0.7729367017745972
1498170306.764671,9500,0.7762820720672607
1498170611.042947,9600,0.7788461446762085
1498170922.583423,9700,0.7754006385803223
1498171234.258059,9800,0.7803285121917725
1498171841.368152,10000,0.7774438858032227
1498172145.28605,10100,0.7738581895828247
1498172454.443132,10200,0.7792868614196777
1498173064.844006,10400,0.782031238079071
1498173372.256073,10500,0.7717347741127014
1498173675.521545,10600,0.7764022350311279
1498173981.029937,10700,0.7805488705635071
1498174287.330386,10800,0.7745993733406067
1498174585.461097,10900,0.7797075510025024
1498174887.445367,11000,0.7847756147384644
1498175196.546638,11100,0.7855769395828247
1498175504.788914,11200,0.7783854007720947
1498175813.848795,11300,0.7737980484962463
1498176116.46555,11400,0.7903645634651184
1498176422.364121,11500,0.7831330299377441
1498176729.963601,11600,0.7812299728393555
1498177341.009769,11800,0.7896033525466919
1498178561.647892,12200,0.7860777378082275
1498178867.797945,12300,0.7848958373069763
1498179173.733706,12400,0.7861177921295166
1498179477.102313,12500,0.7824719548225403
1498179781.88545,12600,0.7812299728393555
1498180082.722211,12700,0.7878405451774597
1498180697.496875,12900,0.7845352292060852
1498181310.286956,13100,0.7878605723381042
1498181612.766523,13200,0.7874398827552795
1498181918.624984,13300,0.7880609035491943
1498182222.130713,13400,0.7877604365348816
1498182526.594836,13500,0.7862379550933838
1498183139.780735,13700,0.7902243733406067
1498183448.081122,13800,0.7884014248847961
1498183755.512963,13900,0.7891225814819336
1498184064.995575,14000,0.7879006266593933
1498184367.610554,14100,0.792067289352417
1498184671.201487,14200,0.7967748641967773
1498184973.236734,14300,0.7894431352615356
1498185583.798281,14500,0.7976762652397156
1498185885.090515,14600,0.7893429398536682
1498186192.05091,14700,0.7908653616905212
1498186806.428286,14900,0.7927083373069763
1498187105.13059,15000,0.7958333492279053
1498187411.229555,15100,0.792387843132019
1498188017.989202,15300,0.7949118614196777
1498188322.560513,15400,0.7994791865348816
1498188625.795599,15500,0.7982772588729858
1498188929.66758,15600,0.796294093132019
1498189234.813443,15700,0.8032451868057251
1498189542.554529,15800,0.796133816242218
1498189845.254827,15900,0.7924078702926636
1498190149.641764,16000,0.7904647588729858
1498190451.739625,16100,0.7996794581413269
1498190756.880176,16200,0.7957932949066162
1498191061.219559,16300,0.7964943647384644
1498191364.297775,16400,0.797776460647583
1498191667.317762,16500,0.7993389368057251
1498191969.338772,16600,0.7984976172447205
1498192273.868537,16700,0.7987179756164551
1498192580.171777,16800,0.797736406326294
1498192885.283516,16900,0.797656238079071
1498193196.011625,17000,0.793549656867981
1498193808.472426,17200,0.803906261920929
1498194407.457474,17400,0.7991987466812134
1498194711.227921,17500,0.7932491898536682
1498195019.206595,17600,0.8043269515037537
1498195321.905454,17700,0.7986177802085876
1498195637.475883,17800,0.7989984154701233
1498195939.450676,17900,0.8043870329856873
1498196242.599982,18000,0.8026843070983887
1498196552.239374,18100,0.7963942289352417
1498196853.6583,18200,0.7974358797073364
1498197155.017087,18300,0.8033654093742371
1498197454.78911,18400,0.7990584969520569
1498197761.058718,18500,0.7851963043212891
1498198065.568295,18600,0.7966946959495544
1498198364.169902,18700,0.8018629550933838
1498198669.845503,18800,0.7968549728393555
1498198975.14654,18900,0.8017227649688721
1498199278.852608,19000,0.8049479126930237
1498199580.131173,19100,0.8025040030479431
1498199882.764994,19200,0.8006009459495544
1498200190.471785,19300,0.7993990182876587
1498200491.798543,19400,0.7970753312110901
1498201102.772701,19600,0.8046073913574219
1498201401.343969,19700,0.8027443885803223
1498201704.36719,19800,0.8046474456787109
1498202003.988475,19900,0.8028244972229004
1498202307.828107,20000,0.8023838400840759
1498202607.191356,20100,0.8051482439041138
1498202909.519691,20200,0.8096354007720947
1498203506.724543,20400,0.8073317408561707
1498203802.675184,20500,0.8057692050933838
1498204397.746115,20700,0.8047075271606445
1498204997.598208,20900,0.8068309426307678
1498205296.245583,21000,0.8073517680168152
1498205597.002534,21100,0.8074318766593933
1498205899.25061,21200,0.8083333373069763
1498206198.771448,21300,0.8044070601463318
1498206500.601855,21400,0.8057892918586731
1498206798.234013,21500,0.805428683757782
1498207698.995221,21800,0.800941526889801
1498207998.332262,21900,0.8069911599159241
1498208293.775661,22000,0.8139222860336304
1498208589.585998,22100,0.8099759817123413
1498208890.994489,22200,0.8053485751152039
1498209185.951858,22300,0.8032251596450806
1498209486.140317,22400,0.8058694005012512
1498210383.064796,22700,0.8044871687889099
1498210982.985628,22900,0.8319511413574219
1498211280.245505,23000,0.835356593132019
1498211579.246733,23100,0.8394832015037537
1498211875.988177,23200,0.840584933757782
1498212177.332568,23300,0.8408253192901611
1498212770.247975,23500,0.8477764129638672
1498213065.779258,23600,0.8485977649688721
1498213360.264515,23700,0.8478966355323792
1498213656.156397,23800,0.8502002954483032
1498213953.937758,23900,0.8512820601463318
1498214253.259513,24000,0.8533453345298767
1498214549.827092,24100,0.8534855842590332
1498214847.156214,24200,0.8537059426307678
1498215147.749278,24300,0.8572716116905212
1498215449.789122,24400,0.8560296297073364
1498215745.573529,24500,0.8561097979545593
1498216044.349401,24600,0.8577924966812134
1498216338.821883,24700,0.8570312261581421
1498216635.357178,24800,0.8577724099159241
1498216930.396677,24900,0.8583333492279053
1498217232.632703,25000,0.8583734035491943
1498217537.401846,25100,0.8596354126930237
1498218131.846287,25300,0.8600360751152039
1498220221.804762,26000,0.8675881624221802
1498220819.356457,26200,0.8681690692901611
1498221113.331086,26300,0.8674278855323792
1498221413.983198,26400,0.8676682710647583
1498222016.403879,26600,0.8694310784339905
1498222312.890394,26700,0.8690304756164551
1498222909.718317,26900,0.8731771111488342
1498223206.870391,27000,0.8712339997291565
1498223505.852246,27100,0.8733974099159241
1498224107.360278,27300,0.8714342713356018
1498224407.549265,27400,0.8728365302085876
1498224707.780006,27500,0.8736779093742371
1498225005.201312,27600,0.8752203583717346
1498225304.13757,27700,0.8754807710647583
1498225600.781983,27800,0.8763220906257629
1498226196.93733,28000,0.8778645992279053
1498226495.181835,28100,0.876642644405365
1498226790.120062,28200,0.8765023946762085
1498227395.987564,28400,0.879066526889801
1498227692.570912,28500,0.8762019276618958
1498228288.591347,28700,0.8794671297073364
1498228585.00479,28800,0.8797075152397156
1498228881.34667,28900,0.8801882863044739
1498229487.561536,29100,0.8779246807098389
1498229787.765732,29200,0.8782051205635071
1498230082.193437,29300,0.877423882484436
1498230380.405779,29400,0.8806290030479431
1498230679.732358,29500,0.8821514248847961
1498230981.438792,29600,0.8800681233406067
1498231280.430334,29700,0.8821514248847961
1498231582.926931,29800,0.8802884817123413
1498231893.878214,29900,0.8810096383094788
1498232194.541709,30000,0.8817708492279053
1498232492.382209,30100,0.8830729126930237
1498232794.190622,30200,0.8825721144676208
1498233095.869026,30300,0.8832932710647583
1498233400.09778,30400,0.8846353888511658
1498233707.191515,30500,0.8840344548225403
1498234316.914252,30700,0.8839944005012512
1498234924.157123,30900,0.8812299966812134
1498235231.207537,31000,0.8847355842590332
1498235535.139659,31100,0.8827323913574219
1498235838.172637,31200,0.8855969309806824
1498236141.138227,31300,0.8823117017745972
1498236442.629663,31400,0.8843549489974976
1498237051.096388,31600,0.881911039352417
1498237357.265992,31700,0.8823918104171753
1498237657.899748,31800,0.8882812261581421
1498237965.106301,31900,0.8842748403549194
1498238875.324065,32200,0.8864182829856873
1498239178.007637,32300,0.8853565454483032
1498239785.596903,32500,0.888401448726654
1498240392.318031,32700,0.8839743733406067
1498240700.716719,32800,0.8876802921295166
1498241308.370149,33000,0.8890424966812134
1498241615.123336,33100,0.8866987228393555
1498242528.654542,33400,0.8873397707939148
1498242831.534288,33500,0.8848156929016113
1498243134.964057,33600,0.8866386413574219
1498243745.644684,33800,0.8882812261581421
1498244059.833123,33900,0.8873798251152039
1498244368.670766,34000,0.8888021111488342
1498244672.485157,34100,0.8872195482254028
1498244974.361548,34200,0.8890424966812134
1498245276.445328,34300,0.8894030451774597
1498245582.904087,34400,0.8889022469520569
1498245889.969246,34500,0.8883012533187866
1498246195.065246,34600,0.889102578163147
1498246497.077367,34700,0.8875200152397156
1498246803.136922,34800,0.8892427682876587
1498247414.635862,35000,0.8890625238418579
1498248023.552671,35200,0.8890424966812134
1498248325.695007,35300,0.8870792984962463
1498248629.128938,35400,0.8892227411270142
1498248931.350816,35500,0.8894831538200378
1498249235.120253,35600,0.8866186141967773
1498249540.021995,35700,0.887459933757782
1498249839.876561,35800,0.8888221383094788
1498250139.033314,35900,0.8911458253860474
1498250441.505816,36000,0.8898037075996399
1498250750.796116,36100,0.8888621926307678
1498251049.358994,36200,0.8888221383094788
1498251354.505259,36300,0.8893629908561707
1498251658.042889,36400,0.8902243375778198
1498252262.552093,36600,0.8893029093742371
1498252567.293018,36700,0.889763593673706
1498252872.530726,36800,0.8914462924003601
1498253175.909491,36900,0.8884214758872986
1498253478.556586,37000,0.8911458253860474
1498253781.437257,37100,0.8901642560958862
1498254087.109646,37200,0.8898637890815735
1498254391.97475,37300,0.8901642560958862
1498254696.464289,37400,0.8894631266593933
1498255005.403312,37500,0.8875400424003601
1498255315.697989,37600,0.8909054398536682
1498255618.055093,37700,0.8920072317123413
1498256224.939331,37900,0.8916265964508057
1498256527.971021,38000,0.8881410360336304
1498257139.379003,38200,0.8903846144676208
1498257443.715259,38300,0.8929888010025024
1498257742.96776,38400,0.8899839520454407
1498258049.362488,38500,0.8932692408561707
1498258351.350834,38600,0.8916666507720947
1498258653.93948,38700,0.8912259340286255
1498258956.346974,38800,0.8913461565971375
1498259260.734358,38900,0.8904847502708435
1498259873.787619,39100,0.8904046416282654
1498260181.652578,39200,0.8927684426307678
1498260795.785558,39400,0.8929487466812134
1498261095.400996,39500,0.890464723110199
1498261401.452028,39600,0.8924278616905212
1498261703.92201,39700,0.8920272588729858
1498262008.172215,39800,0.8945512771606445
1498262313.349185,39900,0.8922275900840759
1498262620.697666,40000,0.8913461565971375
1498262920.799616,40100,0.8913862109184265
1498263224.508901,40200,0.8918870091438293
1498263529.605177,40300,0.893950343132019
1498263831.339784,40400,0.8901642560958862
1498264135.384386,40500,0.8933092951774597
1498264438.532847,40600,0.8925881385803223
1498265353.37903,40900,0.8947115540504456
1498265964.709605,41100,0.895112156867981
1498266569.323222,41300,0.8929687738418579
1498266871.599405,41400,0.894691526889801
1498267175.959789,41500,0.8941707015037537
1498267482.139373,41600,0.8920072317123413
1498267782.586966,41700,0.8931891322135925
1498268086.015211,41800,0.893669843673706
1498268690.587491,42000,0.8923677802085876
1498269291.125547,42200,0.8913461565971375
1498269901.48587,42400,0.8912460207939148
1498270203.111212,42500,0.8912860751152039
1498270507.851469,42600,0.8934495449066162
1498270811.043874,42700,0.8958533406257629
1498271113.038385,42800,0.8905849456787109
1498271421.846146,42900,0.892307698726654
1498272029.337481,43100,0.8916265964508057
1498272331.162246,43200,0.8962740302085876
1498272628.511894,43300,0.8950921297073364
1498272934.954015,43400,0.8938902020454407
1498273237.484802,43500,0.894370973110199
1498273541.562,43600,0.8927484154701233
1498273845.641526,43700,0.8940504789352417
1498274152.167196,43800,0.8954126834869385
1498274459.143065,43900,0.8929286599159241
1498274767.215566,44000,0.8947916626930237
1498275675.44205,44300,0.8954527378082275
1498275976.796482,44400,0.8931289911270142
1498276581.481022,44600,0.8939102292060852
1498276880.35041,44700,0.8924078345298767
1498277483.686248,44900,0.8942307829856873
1498278398.967545,45200,0.8939903974533081
1498279002.126025,45400,0.8963541388511658
1498279303.328411,45500,0.8963541388511658
1498279609.03231,45600,0.8986578583717346
1498279911.805774,45700,0.9002203345298767
1498280217.654228,45800,0.9019430875778198
1498280824.179215,46000,0.9052884578704834
1498281732.181993,46300,0.9062700271606445
1498282341.647918,46500,0.9076923131942749
1498282642.876203,46600,0.906830906867981
1498282945.23187,46700,0.9077123403549194
1498283252.246771,46800,0.9072716236114502
1498283551.837844,46900,0.9108173251152039
1498284158.018753,47100,0.9104967713356018
1498284463.560773,47200,0.9090144038200378
1498284767.2321,47300,0.9100160002708435
1498285686.139164,47600,0.9113181233406067
1498285991.500929,47700,0.911057710647583
1498286294.172435,47800,0.9111177921295166
1498286597.610631,47900,0.9109975695610046
1498287204.373159,48100,0.9119992256164551
1498287501.455108,48200,0.9125601053237915
1498287802.633318,48300,0.9113982319831848
1498288412.183806,48500,0.9120793342590332
1498288720.269745,48600,0.913161039352417
1498289023.578788,48700,0.9118790030479431
1498289329.18403,48800,0.9128205180168152
1498289939.844271,49000,0.9118990302085876
1498290552.178653,49200,0.9130208492279053
1498290852.735093,49300,0.9139623641967773
1498291464.646294,49500,0.9166867136955261
1498291765.5912,49600,0.9141626358032227
1498292376.691606,49800,0.9156049489974976
1498292681.679255,49900,0.9153645634651184
1498292984.509411,50000,0.9156650900840759
1498293292.094116,50100,0.9171674847602844
1498293894.437275,50300,0.9146634340286255
1498294191.434644,50400,0.9147035479545593
1498294496.281751,50500,0.9177283644676208
1498294801.107632,50600,0.9183493852615356
1498295100.462441,50700,0.9176482558250427
1498295399.108224,50800,0.9176282286643982
1498295705.368244,50900,0.9154847860336304
1498296010.299561,51000,0.9174679517745972
1498296313.933692,51100,0.9175280332565308
1498296616.91055,51200,0.9185296297073364
1498296920.987448,51300,0.9183292984962463
1498297224.729153,51400,0.9169471263885498
1498298133.249323,51700,0.9172876477241516
1498298440.386645,51800,0.9183292984962463
1498298743.859679,51900,0.9172475934028625
1498299047.149681,52000,0.9167067408561707
1498299347.293941,52100,0.917067289352417
1498299647.180241,52200,0.9195913672447205
1498299948.197517,52300,0.9192107319831848
1498300249.783478,52400,0.9190705418586731
1498300554.683945,52500,0.920973539352417
1498301471.851641,52800,0.9199318885803223
1498302078.611655,53000,0.918549656867981
1498302381.145934,53100,0.9171274304389954
1498303289.76978,53400,0.9185096025466919
1498303895.876015,53600,0.9206730723381042
1498304199.498433,53700,0.9206730723381042
1498304806.167823,53900,0.9219350814819336
1498305410.404398,54100,0.9198918342590332
1498305709.299688,54200,0.9215344786643982
1498306009.958786,54300,0.9221153855323792
1498306926.504327,54600,0.9200320243835449
1498307234.18996,54700,0.923357367515564
1498307540.390796,54800,0.9221554398536682
1498307845.070631,54900,0.9215945601463318
1498308147.796587,55000,0.9214342832565308
1498308454.997372,55100,0.9219551086425781
1498308758.383478,55200,0.9202724099159241
1498309059.792505,55300,0.9214743375778198
1498309362.272042,55400,0.9231169819831848
1498309666.123274,55500,0.9219551086425781
1498309970.662557,55600,0.9223557710647583
1498310271.54244,55700,0.9220553040504456
1498310572.18461,55800,0.9228565692901611
1498310875.240187,55900,0.9222756624221802
1498311181.688392,56000,0.9252604246139526
1498311788.749207,56200,0.9212740659713745
1498312090.937755,56300,0.9219350814819336
1498312392.097915,56400,0.9223357439041138
1498312693.928058,56500,0.923517644405365
1498312994.611684,56600,0.9235777258872986
1498313294.574661,56700,0.9232171177864075
1498313601.081654,56800,0.9244190454483032
1498314202.546841,57000,0.9231169819831848
1498314511.102194,57100,0.9229968190193176
1498314816.421654,57200,0.9238381385803223
1498315116.380999,57300,0.9227964878082275
1498316025.221264,57600,0.9237179756164551
1498316325.987876,57700,0.9219150543212891
1498316629.571824,57800,0.9232171177864075
1498316934.357431,57900,0.9246794581413269
1498317236.767298,58000,0.9260216355323792
1498317536.053948,58100,0.9287459850311279
1498318754.320152,58500,0.9248197078704834
1498319058.625842,58600,0.9240785241127014
1498319657.087798,58800,0.9249399304389954
1498319961.198619,58900,0.9237580299377441
1498320568.429615,59100,0.9255008101463318
1498320873.548001,59200,0.9251402020454407
1498321181.748434,59300,0.9244591593742371
1498321483.371288,59400,0.9250801205635071
1498322393.812524,59700,0.9234174489974976
1498322693.141817,59800,0.9244391322135925
1498322997.862871,59900,0.927423894405365
1498323606.166627,60100,0.9275240302085876
1498323912.142346,60200,0.9262019395828247
1498324519.186442,60400,0.9268028736114502
1498324823.36379,60500,0.9256410002708435
1498325125.719857,60600,0.9269030690193176
1498325426.739548,60700,0.9260616898536682
1498325731.735647,60800,0.9254006147384644
1498326033.27639,60900,0.9257411956787109
1498326634.16031,61100,0.9269631505012512
1498326934.55839,61200,0.9255408644676208
1498327543.129866,61400,0.9275440573692322
1498327846.123605,61500,0.9256811141967773
1498328149.965957,61600,0.9300480484962463
1498328449.68567,61700,0.9259014129638672
1498329059.543596,61900,0.9291867017745972
1498329360.220188,62000,0.9262219667434692
1498329666.010337,62100,0.927423894405365
1498329970.394774,62200,0.9264823794364929
1498330271.587227,62300,0.9291466474533081
1498330573.033928,62400,0.925941526889801
1498331490.416699,62700,0.9296474456787109
1498331790.410248,62800,0.9269631505012512
1498332088.342577,62900,0.9283453822135925
1498332387.819959,63000,0.9267628192901611
1498332686.410389,63100,0.9264823794364929
1498332987.61093,63200,0.9279447197914124
1498333292.666857,63300,0.9279246926307678
1498333597.19213,63400,0.9288060665130615
1498333902.217867,63500,0.9307692050933838
1498334510.444826,63700,0.9273236989974976
1498335118.674568,63900,0.928004801273346
1498335723.71641,64100,0.9284254908561707
1498336331.267324,64300,0.9272836446762085
1498336633.387575,64400,0.9310095906257629
1498337236.014274,64600,0.9286057949066162
1498337536.886189,64700,0.9280248284339905
1498337841.492438,64800,0.9281250238418579
1498338144.231608,64900,0.9275440573692322
1498338444.884507,65000,0.9272035360336304
1498338745.185234,65100,0.9290063977241516
1498339651.938454,65400,0.9284455180168152
1498339958.805142,65500,0.9286057949066162
1498340265.11435,65600,0.9279647469520569
1498340567.294294,65700,0.9285656809806824
1498340867.488674,65800,0.9294671416282654
1498341166.085777,65900,0.9289262890815735
1498341468.673528,66000,0.9294671416282654
1498342066.810169,66200,0.929847776889801
1498342368.387107,66300,0.9293469786643982
1498342671.81803,66400,0.928826093673706
1498342973.702047,66500,0.9285055994987488
1498343282.993358,66600,0.9294671416282654
1498343587.415699,66700,0.929527223110199
1498343883.168496,66800,0.9280648827552795
1498344183.521003,66900,0.9315905570983887
1498344487.187537,67000,0.9283252954483032
1498344790.507045,67100,0.9292067289352417
1498345093.17068,67200,0.9287259578704834
1498345399.996531,67300,0.9307892918586731
1498346003.83034,67500,0.9296274185180664
1498346307.729474,67600,0.9314503073692322
1498346909.972705,67800,0.9296674728393555
1498347215.877967,67900,0.9310497045516968
1498348122.717528,68200,0.9311298131942749
1498348726.269184,68400,0.928906261920929
1498349029.661907,68500,0.9308493733406067
1498349339.855183,68600,0.9312900900840759
1498349644.814709,68700,0.929527223110199
1498349953.962531,68800,0.9303686022758484
1498350262.283604,68900,0.9318709969520569
1498350572.656705,69000,0.9298277497291565
1498350878.380897,69100,0.9299479126930237
1498351800.128642,69400,0.930268406867981
1498352105.930655,69500,0.9316506385803223
1498352407.932327,69600,0.9317307472229004
1498352709.969519,69700,0.9306690692901611
1498353018.852692,69800,0.928786039352417
1498353316.317442,69900,0.9321314096450806
1498353620.672501,70000,0.9292467832565308
1498354521.873789,70300,0.9317507743835449
1498354827.610237,70400,0.9315103888511658
1498355128.067425,70500,0.9305288195610046
1498355734.795116,70700,0.9327924847602844
1498356033.923373,70800,0.9307491779327393
1498356334.485645,70900,0.9311898946762085
1498356639.215681,71000,0.9329928159713745
1498357548.836699,71300,0.9314302802085876
1498357849.963459,71400,0.9318910241127014
1498358151.771765,71500,0.9312700033187866
1498358760.00287,71700,0.9328725934028625
1498359063.712427,71800,0.9314102530479431
1498359369.610199,71900,0.9302483797073364
1498359984.914874,72100,0.9318309426307678
1498360286.538754,72200,0.9302083253860474
1498360593.777169,72300,0.9318709969520569
1498360892.464501,72400,0.9329928159713745
1498361193.62102,72500,0.9298878312110901
1498361494.831583,72600,0.9314102530479431
1498361800.48283,72700,0.9303085207939148
1498362102.209233,72800,0.9317307472229004
1498362402.18219,72900,0.9302083253860474
1498363005.42923,73100,0.9318109154701233
1498363307.836899,73200,0.9325520992279053
1498363610.456114,73300,0.9319711327552795
1498363914.946125,73400,0.9312700033187866
1498364219.103723,73500,0.9319711327552795
1498364521.130565,73600,0.9337940812110901
1498364822.157288,73700,0.9326322078704834
1498365124.000849,73800,0.9313501715660095
1498365426.241197,73900,0.9292467832565308
1498365727.89461,74000,0.9321514368057251
1498366028.819329,74100,0.9312499761581421
1498366329.143984,74200,0.931330144405365
1498366635.511388,74300,0.9307892918586731
1498366940.538208,74400,0.9310497045516968
1498367240.467902,74500,0.9347556233406067
1498367543.9467,74600,0.9313101172447205
1498367841.511588,74700,0.9316706657409668
1498368444.491691,74900,0.9329727292060852
1498368748.172184,75000,0.9333733916282654
1498369057.478788,75100,0.931209921836853
1498369960.917048,75400,0.9331930875778198
1498370266.880799,75500,0.932852566242218
1498370570.711426,75600,0.9306490421295166
1498371177.442068,75800,0.9332532286643982
1498371781.10244,76000,0.9308093190193176
1498372381.049341,76200,0.9327724575996399
1498372988.020908,76400,0.9325921535491943
1498373589.333906,76600,0.9340945482254028
1498373884.789861,76700,0.9321314096450806
1498374188.380842,76800,0.9313902258872986
1498374795.078721,77000,0.9323717951774597
1498375097.649041,77100,0.932111382484436
1498375398.353359,77200,0.9324118494987488
1498375699.863073,77300,0.9322516322135925
1498376003.509703,77400,0.9311498403549194
1498376307.276925,77500,0.9326522350311279
1498376918.375603,77700,0.9327724575996399
1498377225.990146,77800,0.9308293461799622
1498377531.194769,77900,0.9331330060958862
1498378133.423891,78100,0.9330929517745972
1498378435.781899,78200,0.9322516322135925
1498379039.622034,78400,0.9324519038200378
1498379341.546411,78500,0.9323117136955261
1498379947.468612,78700,0.933754026889801
1498380550.208536,78900,0.9313501715660095
1498380848.348745,79000,0.9315103888511658
1498381151.997265,79100,0.932852566242218
1498381457.58547,79200,0.9328725934028625
1498381762.715184,79300,0.9316906929016113
1498382972.386733,79700,0.931951105594635
1498383277.24959,79800,0.9342147707939148
1498383578.856786,79900,0.9328725934028625
1498383878.048446,80000,0.9338741898536682
1498384176.353269,80100,0.9345953464508057
1498384480.528638,80200,0.9322115182876587
1498384779.035985,80300,0.9322716593742371
1498385079.047263,80400,0.9342948794364929
1498385677.070459,80600,0.931370198726654
1498385974.677252,80700,0.9325120449066162
1498386574.432249,80900,0.9341546297073364
1498386872.051524,81000,0.9318109154701233
1498387174.274207,81100,0.9332532286643982
1498387479.531529,81200,0.9320513010025024
1498387781.178087,81300,0.930588960647583
1498388085.509408,81400,0.9309695363044739
1498388387.263746,81500,0.9339542984962463
1498388687.691157,81600,0.9340945482254028
1498389294.380098,81800,0.9322716593742371
1498389597.477573,81900,0.932071328163147
1498389899.849677,82000,0.9331330060958862
1498390206.259579,82100,0.933754026889801
1498390508.692818,82200,0.9338541626930237
1498390809.351965,82300,0.9337139129638672
1498391413.115212,82500,0.9338541626930237
1498391714.961026,82600,0.9325120449066162
1498392018.90644,82700,0.9332732558250427
1498392319.171733,82800,0.9343149065971375
1498392619.664373,82900,0.9317908883094788
1498393222.618714,83100,0.931951105594635
1498393521.61286,83200,0.9316906929016113
1498393819.714938,83300,0.9317708611488342
1498394123.161254,83400,0.9331330060958862
1498394427.820739,83500,0.9316906929016113
1498394728.393069,83600,0.9314503073692322
1498395027.374713,83700,0.9329727292060852
1498395934.39727,84000,0.933012843132019
1498396236.497038,84100,0.9339743852615356
1498396534.436456,84200,0.9339944124221802
1498396834.379207,84300,0.9329727292060852
1498397137.255106,84400,0.932732343673706
1498397739.742291,84600,0.9344350695610046
1498398044.824954,84700,0.9325721263885498
1498398352.093688,84800,0.9335336685180664
1498398657.723567,84900,0.9346354007720947
1498398959.895633,85000,0.9338341355323792
1498399867.617043,85300,0.9309895634651184
1498400171.513357,85400,0.9336538314819336
1498400476.75703,85500,0.9336738586425781
1498400779.23986,85600,0.9341946840286255
1498401385.229119,85800,0.9347756505012512
1498401685.343949,85900,0.9330729246139526
1498401986.960243,86000,0.9329326748847961
1498402290.459338,86100,0.9348757863044739
1498402590.704481,86200,0.9327123165130615
1498402891.794866,86300,0.931169867515564
1498403498.396965,86500,0.9309094548225403
1498403799.820359,86600,0.934334933757782
1498404098.308472,86700,0.9292668104171753
1498404398.572144,86800,0.9312299489974976
1498404702.062751,86900,0.9326722621917725
1498405000.047546,87000,0.9331330060958862
1498405298.442332,87100,0.9326522350311279
1498405898.374814,87300,0.9329326748847961
1498406197.664627,87400,0.9335336685180664
1498406761.777998,87600,0.9351361989974976
1498407031.651268,87700,0.9334936141967773
1498407293.567873,87800,0.9338341355323792
1498407806.313932,88000,0.9315103888511658
1498408573.674986,88300,0.932111382484436
1498408828.58224,88400,0.9333333373069763
1498409339.139892,88600,0.9335136413574219
1498409853.128915,88800,0.9317307472229004
1498410110.640542,88900,0.934374988079071
1498410369.607793,89000,0.9355368614196777
1498410629.862005,89100,0.932852566242218
1498410892.012907,89200,0.9325721263885498
1498411691.859849,89500,0.9335536956787109
1498411956.296367,89600,0.9337740540504456
1498412214.459676,89700,0.9347756505012512
1498412474.614631,89800,0.9320112466812134
1498412735.827697,89900,0.9332932829856873
1498412997.94172,90000,0.9323317408561707
